id,category,question,gold,full_pred,semantic_pred
151,Node Lookup Queries,List CAPEC patterns requiring 'Medium' attacker skill.,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:Medium') RETURN c,MATCH (capec:UcoexCAPEC) WHERE capec.ucoexSkills_Required = ['Medium'] RETURN capec LIMIT 10,"MATCH (ap:UcoexCAPEC) WHERE ap.skill_level = ""Medium"" RETURN ap.ucoexCAPEC_name LIMIT 10"
152,Node Lookup Queries,List CAPEC patterns requiring 'Low' attacker skill.,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:Low') RETURN c,MATCH (capec:UcoexCAPEC) WHERE capec.ucoexSkills_Required = ['Low'] RETURN capec LIMIT 10,MATCH (ap:UcoexCAPEC) WHERE ap.ucoexSkillLevel='Low' RETURN DISTINCT ap.ucoexCAPEC_name LIMIT 100
153,Node Lookup Queries,Get the name and description for CWE-79.,"MATCH (c:UcoCWE {ucocweID: 'CWE-79'}) RETURN c.ucocweName, c.ucodescription","MATCH (cwe:UcoCWE) WHERE cwe.ucocweID = 'CWE-79' RETURN cwe.ucocweName, cwe.ucodescription","MATCH (c:UcoCWE {ucocweID: 'CWE-79'}) RETURN c.ucocweName, c.description"
154,Node Lookup Queries,Get the name and description for CWE-125.,"MATCH (c:UcoCWE {ucocweID: 'CWE-125'}) RETURN c.ucocweName, c.ucodescription","MATCH (cwe:UcoCWE) WHERE cwe.ucocweID = 'CWE-125' RETURN cwe.ucocweName AS name, cwe.ucomappingNotes AS description","MATCH (c:UcoCWE {ucocweID: 'CWE-125'}) RETURN c.ucocweName, c.ucodescription"
155,Node Lookup Queries,Find 'Base' level CWEs that are 'Incomplete'.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Incomplete'}) RETURN c",MATCH (cwe:UcoCWE) WHERE cwe.ucoabstraction = 'Base' AND cwe.ucostatus = 'Incomplete' RETURN cwe LIMIT 10,"MATCH (w:UcoCWE) WHERE w.ucobaseSeverity = 'Base' AND CONTAINS(w.ucoexDESCRIPTION, 'Incomplete') RETURN DISTINCT w.id LIMIT 10"
156,Node Lookup Queries,Find 'Base' level CWEs that are 'Deprecated'.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Deprecated'}) RETURN c",MATCH (cwe:UcoCWE) WHERE cwe.ucoabstraction = 'Base' AND cwe.ucostatus = 'Deprecated' RETURN cwe LIMIT 10,"MATCH (w:UcoCWE) WHERE w.ucobaseSeverity = 'Base' AND w.status = 'Deprecated' RETURN DISTINCT w.cwe_id, w.name LIMIT 100"
157,Node Lookup Queries,Find 'Class' level CWEs that are 'Stable'.,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Stable'}) RETURN c",MATCH (cwe:UcoCWE) WHERE cwe.ucostructure = 'Class' AND cwe.ucostatus = 'Stable' RETURN DISTINCT cwe LIMIT 10,"MATCH (c:UcoCWE) WHERE c.class = ""Class"" AND c.stability = ""Stable"" RETURN DISTINCT c.name, c.description LIMIT 1000"
158,Node Lookup Queries,Find 'Class' level CWEs that are 'Incomplete'.,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Incomplete'}) RETURN c","MATCH (cwe:UcoCWE) WHERE cwe.ucoabstraction = ""Class"" AND cwe.ucostatus = ""Incomplete"" RETURN cwe LIMIT 10","MATCH (cwe:UcoCWE) WHERE cwe.ucobaseType = ""Class"" AND cwe.ucoexStatus = ""Incomplete"" RETURN DISTINCT cwe.ucocID, cwe.ucoexName LIMIT 1000"
159,Node Lookup Queries,Find 'Variant' level CWEs that are 'Deprecated'.,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Deprecated'}) RETURN c",MATCH (cwe:UcoCWE) WHERE cwe.ucostatus = 'Deprecated' AND cwe.ucostructure = 'Variant' RETURN cwe LIMIT 10,"MATCH (cwe:UcoCWE) WHERE cwe.ucobaseSeverity = ""Variant"" AND cwe.status = ""Deprecated"" RETURN DISTINCT cwe.ucoid AS id, cwe.name AS name LIMIT 1000"
160,Node Lookup Queries,Find 'Compound' level CWEs that are 'Incomplete'.,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Incomplete'}) RETURN c",MATCH (cwe:UcoCWE) WHERE cwe.ucodemonstrativeExamples = 'Compound' AND cwe.ucomodesOfIntroduction = 'Incomplete' RETURN cwe,"MATCH (w:UcoCWE) WHERE w.ucoexSEVERITY = 'Compound' AND w.ucobaseType = 'Incomplete' RETURN DISTINCT w.ucoCWEID, w.ucoexNAME LIMIT 100"
161,Node Lookup Queries,Find CWE summaries that mention 'injection'.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'injection' RETURN c,MATCH (cwe:UcoCWE) WHERE cwe.ucocweSummary CONTAINS 'injection' RETURN cwe LIMIT 10,MATCH (w:UcoCWE)-[:has]->(d:description) WHERE d.ucocweSummary CONTAINS 'injection' RETURN DISTINCT w.ucocweSummary
162,Node Lookup Queries,Find CWE summaries that mention 'cross-site'.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'cross-site' RETURN c,"MATCH (cwe:UcoCWE) WHERE cwe.ucocweSummary CONTAINS 'cross-site' RETURN DISTINCT cwe.ucocweID, cwe.ucocweSummary LIMIT 10","MATCH (w:UcoCWE) WHERE w.ucocweSummary CONTAINS 'cross-site' RETURN DISTINCT w.ucocweName, w.ucocweSummary"
163,Node Lookup Queries,Get details for the 'Command and Control' TTP.,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Command and Control'}) RETURN t,"MATCH (tactic:UcoexTACTICS { ucoexNAME: ""Command and Control"" }) RETURN tactic LIMIT 1",MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Command and Control'}) RETURN t
164,Node Lookup Queries,Get details for the 'Lateral Movement' TTP.,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Lateral Movement'}) RETURN t,MATCH (tactic:UcoexTACTICS) WHERE tactic.ucoexNAME = 'Lateral Movement' RETURN tactic LIMIT 1,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Lateral Movement'}) RETURN t
165,Node Lookup Queries,Get details for the 'Exfiltration' TTP.,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Exfiltration'}) RETURN t,"MATCH (tactic:TTP)-[:HAS_TTP]->(technique:TTP) WHERE technique.name = ""Exfiltration"" RETURN tactic, technique",MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Exfiltration'}) RETURN t LIMIT 1
166,Node Lookup Queries,List all ATT&CK TTPs for the 'ICS' matrix.,MATCH (t:UcoexMITREATTACK {ucoexDOMAIN: 'ICS'}) RETURN t.ucoexNAME,MATCH (technique:UcoexMITREATTACK)-[:UCOEXHASMITREATTACK]-(mitreD3FEND:UcoexMITRED3FEND) WHERE mitreD3FEND.ucoexMITRED3FEND_DEFINITION = 'ics-attack' RETURN technique LIMIT 10,"MATCH (d:D3FENDControl {ucoexDOMAIN: ""ICS""})-[:d3fendCoversTechnique]->(t:UcoexMITREATTACK) RETURN DISTINCT t.ucoexNAME AS Technique, t.ucoexDESCRIPTION AS Description LIMIT 100"
167,Node Lookup Queries,Find the software record for 'netcat'.,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'netcat'}) RETURN s,MATCH (software:UcoexSOFTWARE) WHERE software.ucoexNAME = 'netcat' RETURN software,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'netcat'}) RETURN s
168,Node Lookup Queries,Find the software record for 'Cobalt Strike'.,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN s,MATCH (software:UcoexSOFTWARE) WHERE software.ucoexNAME = 'Cobalt Strike' RETURN software,MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) RETURN s
169,Node Lookup Queries,Pull the intel on the 'Lazarus Group' threat actor.,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'}) RETURN g,"MATCH (group:UcoexGROUPS {ucoexNAME:""Lazarus Group""})-[]-(other) RETURN group, other LIMIT 10","MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})
RETURN g.ucoexNAME, collect(DISTINCT t.ucoexNAME) as techniques, collect(DISTINCT c.ucoexNAME) as campaigns, collect(DISTINCT s.ucoexNAME) as software"
170,Node Lookup Queries,Get details for the 'WannaCry' campaign.,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN c,"MATCH (campaign:UcoexCAMPAIGNS) WHERE campaign.ucoexNAME = ""WannaCry"" RETURN campaign LIMIT 1",MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'}) RETURN c
171,Relationship Traversal Queries,What is the CPE for 'CVE-2021-44228'?,MATCH (v:UcoCVE {label: 'CVE-2021-44228'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN c.cpeName,MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) WHERE cve.label = 'CVE-2021-44228' RETURN cpe,MATCH (c:UcoCVE {label: 'CVE-2021-44228'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.uri LIMIT 1
172,Relationship Traversal Queries,List all CVEs with 'CRITICAL' severity and their associated CPEs.,"MATCH (v:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN v.label, c.cpeName","MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) WHERE cve.ucobaseSeverity = 'CRITICAL' RETURN cve, cpe LIMIT 10","MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN c, p"
173,Relationship Traversal Queries,Find all CVEs requiring user interaction and their CPEs.,"MATCH (v:UcoCVE {ucouserInteractionRequired: 'True'})-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN v.label, c.cpeName","MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) WHERE cve.ucouserInteractionRequired = true RETURN cve, cpe LIMIT 10","MATCH (c:UcoCVE {ucouserInteractionRequired: 'true'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN DISTINCT c, p LIMIT 100"
174,Relationship Traversal Queries,Show me all known CPEs recorded in the database.,MATCH (v:UcoCVE)-[:UCOEXHASCPE]->(c:UcoexCPE) RETURN DISTINCT c.cpeName LIMIT 20,MATCH (cpe:UcoexCPE) RETURN cpe LIMIT 100,MATCH (p:UcoexCPE) RETURN DISTINCT p LIMIT 1000
175,Relationship Traversal Queries,What is the CVE ID for the vulnerability described as 'Apache Log4j RCE'?,MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucosummary CONTAINS 'Apache Log4j RCE' RETURN cve.label,"MATCH (cve:UcoCVE)-[:UCOHASCVE_ID]->(vuln:UcoVulnerability) WHERE vuln.ucosummary = ""Apache Log4j RCE"" RETURN cve.label",MATCH (:UcoVulnerability {ucosummary: 'Apache Log4j RCE'})-[:UCOHASCVE_ID]->(cv:UcoCVE) RETURN cv.label LIMIT 1
176,Relationship Traversal Queries,Get the vulnerability summary for 'CVE-2017-0144'.,MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE {label: 'CVE-2017-0144'}) RETURN vuln.ucosummary,"MATCH (cve:UcoCVE {label: ""CVE-2017-0144""})<-[:UCOHASCVE_ID]-(vulnerability:UcoVulnerability) RETURN vulnerability.ucosummary LIMIT 1",MATCH (:UcoCVE {label: 'CVE-2017-0144'})<-[:UCOEXHASCVE_ID]-(v:UcoVulnerability) RETURN v.ucosummary
177,Relationship Traversal Queries,List vulnerabilities published in 2024 and their CVEs.,"MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucopublishedDateTime STARTS WITH '2024' RETURN vuln.ucosummary, cve.label","MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE vuln.ucopublishedDateTime STARTS WITH '2024' RETURN vuln, cve LIMIT 10","MATCH (v:UcoVulnerability)<-[:UCOEXHASCVE_ID]-(cve:UcoCVE) WHERE date(v.ucopublishedDate).year = 2024 RETURN DISTINCT v.ucosummary, cve.label LIMIT 100"
178,Relationship Traversal Queries,Find all vulnerabilities and their associated 'CRITICAL' CVEs.,"MATCH (vuln:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE {ucobaseSeverity: 'CRITICAL'}) RETURN cve.label, vuln.ucosummary","MATCH (vulnerability:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE) WHERE cve.ucobaseSeverity = 'CRITICAL' RETURN vulnerability, cve LIMIT 10","MATCH (v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE {ucovulnStatus: 'CRITICAL'}) RETURN DISTINCT v.ucosummary, c.label"
179,Relationship Traversal Queries,What vulnerabilities are associated with the exploit target 'Apache Log4j 2'?,MATCH (et:UcoExploitTarget {uri: 'example/target/log4j2'})-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) RETURN vuln.ucosummary,MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) WHERE et.uri = 'http://example.com/Apache_Log4j_2' RETURN vuln,"MATCH (et:UcoExploitTarget {name: ""Apache Log4j 2""})-[:UCOHASVULNERABILITY]->(v:UcoVulnerability) RETURN v.ucosummary"
180,Relationship Traversal Queries,Find exploit targets for the 'Log4Shell' vulnerability.,MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) WHERE vuln.ucosummary CONTAINS 'Log4Shell' RETURN et.uri,"MATCH (vulnerability:UcoVulnerability { ucosummary: ""Log4Shell"" })-[:UCOHASVULNERABILITY]->(target:UcoExploitTarget) RETURN target LIMIT 10",MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability {name: 'Log4Shell'}) RETURN DISTINCT et
181,Relationship Traversal Queries,List exploit targets for vulnerabilities published after '2023-01-01'.,"MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) WHERE vuln.ucopublishedDateTime > '2023-01-01T00:00:00' RETURN et.uri, vuln.ucosummary",MATCH (target:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) WHERE vuln.ucopublishedDateTime > '2023-01-01' RETURN target LIMIT 10,"MATCH (v:UcoVulnerability)<-[:UCOEXHASVULNERABILITY]-(et:UcoExploitTarget) WHERE date(v.publicationDate) > ""2023-01-01"" RETURN et.uri LIMIT 1000"
182,Relationship Traversal Queries,What vulnerabilities exist for the 'Windows SMB' exploit target?,MATCH (et:UcoExploitTarget {uri: 'example/target/smb'})-[:UCOHASVULNERABILITY]->(vuln:UcoVulnerability) RETURN vuln.ucosummary,"MATCH (et:UcoExploitTarget { uri: ""http://example.com/exploittarget/windows-smb"" })-[:UCOHASVULNERABILITY]->(v:UcoVulnerability) RETURN v LIMIT 10","MATCH (et:UcoExploitTarget {name: 'Windows SMB'})-[:UCOHASVULNERABILITY]->(v:UcoVulnerability) RETURN v.ucosummary, et.uri LIMIT 100"
183,Relationship Traversal Queries,What weaknesses (CWEs) are associated with the 'Web Server' exploit target?,"MATCH (et:UcoExploitTarget {uri: 'example/target/webserver'})-[:UCOHASWEAKNESS]->(cwe:UcoCWE) RETURN cwe.ucocweID, cwe.ucocweName","MATCH (et:UcoExploitTarget { uri: ""http://example.com/Web-Server"" })-[:UCOHASWEAKNESS]->(cwe:UcoCWE) RETURN cwe LIMIT 10","MATCH (et:UcoExploitTarget {name:""Web Server""})-[:UCOHASWEAKNESS]->(w:UcoCWE) RETURN DISTINCT w.ucocweID, w.name"
184,Relationship Traversal Queries,Find exploit targets that are susceptible to 'CWE-89' (SQL Injection).,MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE {ucocweID: 'CWE-89'}) RETURN et.uri,"MATCH (et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)-[:UCOHASCVE_ID]->(cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE), (cwe:UcoCWE) WHERE cwe.ucocweID = 'CWE-89' AND (et)-[:UCOHASWEAKNESS]->(cwe) RETURN DISTINCT et",MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(w:UcoCWE {ucocweID: 'CWE-89'}) RETURN et
185,Relationship Traversal Queries,List exploit targets for all 'Base' abstraction CWEs.,"MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE {ucoabstraction: 'Base'}) RETURN et.uri, cwe.ucocweName",MATCH (cwe:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(example:UcoexObservedExample)<-[:UCOEXEXAMPLEOBSERVEDIN]-(cve:UcoCVE)-[:UCOHASCVE_ID]->(vuln:UcoVulnerability)-[:UCOHASVULNERABILITY]->(target:UcoExploitTarget) WHERE cwe.ucoabstraction = 'Base' RETURN DISTINCT target LIMIT 10,MATCH (w:UcoCWE {ucoabstraction: 'Base'})-[:UCOEXHASEXPLOITTARGET]->(et:UcoExploitTarget) RETURN DISTINCT et.uri
186,Relationship Traversal Queries,Find targets for 'Stable' CWEs.,"MATCH (et:UcoExploitTarget)-[:UCOHASWEAKNESS]->(cwe:UcoCWE {ucostatus: 'Stable'}) RETURN et.uri, cwe.ucocweName",MATCH (cwe:UcoCWE { ucostatus: 'Stable' })-[:UCOHASOBSERVEDEXAMPLE]->(example:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(target:UcoCVE) RETURN target,MATCH (w:UcoCWE {ucobaseStability: 'Stable'})<-[:UCOHASWEAKNESS]-(et:UcoExploitTarget) RETURN DISTINCT et.uri
187,Relationship Traversal Queries,What software was used in the 'SolarWinds Orion' campaign?,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds Orion'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE campaign.ucoexNAME = 'SolarWinds Orion' RETURN software,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds Orion'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN DISTINCT s.ucoexNAME LIMIT 100
188,Relationship Traversal Queries,List campaigns that use 'powershell'.,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'powershell'}) RETURN c.ucoexNAME,MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE software.ucoexNAME CONTAINS 'powershell' RETURN campaign LIMIT 10,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'powershell'}) RETURN DISTINCT c.ucoexNAME LIMIT 100
189,Relationship Traversal Queries,Show all 'Enterprise' domain campaigns and the software they leverage.,"MATCH (c:UcoexCAMPAIGNS {ucoexDOMAIN: 'Enterprise'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN c.ucoexNAME, s.ucoexNAME","MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE campaign.ucoexDOMAIN = 'Enterprise' RETURN campaign, software LIMIT 10","MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) WHERE c.ucoexDOMAIN = 'Enterprise' RETURN DISTINCT c.ucoexNAME, s.ucoexNAME LIMIT 1000"
190,Relationship Traversal Queries,Find software used in the 'WannaCry' campaign.,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE campaign.ucoexNAME = 'WannaCry' RETURN software,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'})-[:UCOEXCAMPAIGNUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN DISTINCT s.ucoexNAME LIMIT 100
191,Relationship Traversal Queries,Which campaigns use the 'Phishing' technique?,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexNAME: 'Phishing'}) RETURN c.ucoexNAME,MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE technique.ucoexNAME CONTAINS 'Phishing' RETURN campaign LIMIT 10,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexNAME: 'T1566'}) RETURN DISTINCT c.ucoexNAME LIMIT 1000
192,Relationship Traversal Queries,List all 'Enterprise' domain campaigns and their associated techniques.,"MATCH (c:UcoexCAMPAIGNS {ucoexDOMAIN: 'Enterprise'})-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, t.ucoexNAME","MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE campaign.ucoexDOMAIN = 'Enterprise' RETURN campaign, technique LIMIT 10","MATCH (d:UcoexDOMAINS {ucoexNAME: 'Enterprise'})<-[:UCOEXDOMAIN]-(c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN c.ucoexNAME, collect(DISTINCT t.ucoexNAME) AS techniques"
193,Relationship Traversal Queries,What software does 'APT28' use?,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE group.ucoexNAME = 'APT28' RETURN software,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME
194,Relationship Traversal Queries,Which groups use 'Mimikatz'?,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN g.ucoexNAME,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE software.ucoexNAME = 'Mimikatz' RETURN group LIMIT 10,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexNAME: 'Mimikatz'}) RETURN DISTINCT g.ucoexNAME LIMIT 100
195,Relationship Traversal Queries,List all groups and the software they are known to use.,"MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN g.ucoexNAME, s.ucoexNAME","MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) RETURN group, software LIMIT 10","MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN DISTINCT g.ucoexNAME AS Group, s.ucoexNAME AS Software"
196,Relationship Traversal Queries,Find groups that use 'netcat'.,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'netcat'}) RETURN g.ucoexNAME,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE software.ucoexNAME = 'Netcat' RETURN group LIMIT 10,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE {ucoexNAME: 'netcat'}) RETURN g.ucoexNAME
197,Relationship Traversal Queries,List all software (by name) used by 'FIN7'.,MATCH (g:UcoexGROUPS {ucoexNAME: 'FIN7'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(software:UcoexSOFTWARE) WHERE group.ucoexNAME = 'FIN7' RETURN DISTINCT software.ucoexNAME,MATCH (g:UcoexGROUPS {ucoexNAME: 'FIN7'})-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN DISTINCT s.ucoexNAME LIMIT 100
198,Multi-hop Queries,Find mitigations for techniques used by 'APT28'.,"MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN m.ucoexNAME, t.ucoexNAME",MATCH (group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(mitigation:UcoexMITIGATIONS) WHERE group.ucoexNAME = 'APT28' RETURN DISTINCT mitigation LIMIT 10,MATCH (:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS) RETURN DISTINCT m.ucoexNAME LIMIT 100
199,Multi-hop Queries,What other techniques are used by the group responsible for the 'WannaCry' campaign?,"MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'})-[:UCOEXATTRIBUTEDTO]->(g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN g.ucoexNAME, t.ucoexNAME",MATCH (campaign:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]->(group:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(technique:UcoexMITREATTACK) WHERE campaign.ucoexNAME = 'WannaCry' RETURN technique LIMIT 10,MATCH (c:UcoexCAMPAIGNS {ucoexNAME: 'WannaCry'})<-[:UCOEXATTRIBUTEDTO]-(g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t2:UcoexMITREATTACK) WHERE NOT EXISTS { (c)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t2) } RETURN DISTINCT t2.ucoexNAME LIMIT 100
200,Multi-hop Queries,What specific software (CPEs) are affected by 'CVE-2023-1234'?,MATCH (c:UcoCVE {label: 'CVE-2023-1234'})-[:UCOEXHASCPE]->(p:UcoexCPE) RETURN p.cpeName,MATCH (cve:UcoCVE)-[:UCOEXHASCPE]->(cpe:UcoexCPE) WHERE cve.label = 'CVE-2023-1234' RETURN DISTINCT cpe LIMIT 10,MATCH (cv:UcoCVE {label: 'CVE-2023-1234'})-[:UCOEXHASCPE]->(cpe:UcoexCPE) RETURN cpe.uri LIMIT 100
