Category,NaturalLanguageQuestion,CypherQuery,generated_question
Node Lookup Queries,What is the weakness 'CWE-1062'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1062'}) RETURN c,Tell me about the weakness 'CWE-1062'.
Node Lookup Queries,Can you look up flaw 'CWE-1063'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1063'}) RETURN c,Tell me about the weakness 'CWE-1063'.
Node Lookup Queries,Please explain 'CWE-1064'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1064'}) RETURN c,Tell me about the weakness 'CWE-1064'.
Node Lookup Queries,What are 'Pillar' weaknesses?,MATCH (c:UcoCWE {ucoabstraction: 'Pillar'}) RETURN c,Show me all weaknesses categorized as 'Pillar'.
Node Lookup Queries,Can I see all the 'Class' type weaknesses?,MATCH (c:UcoCWE {ucoabstraction: 'Class'}) RETURN c,Show me all weaknesses categorized as 'Class'.
Node Lookup Queries,What weaknesses are 'Base' level?,MATCH (c:UcoCWE {ucoabstraction: 'Base'}) RETURN c,Show me all weaknesses categorized as 'Base'.
Node Lookup Queries,List all 'Variant' weaknesses.,MATCH (c:UcoCWE {ucoabstraction: 'Variant'}) RETURN c,Show me all weaknesses categorized as 'Variant'.
Node Lookup Queries,What are the 'Compound' type weaknesses?,MATCH (c:UcoCWE {ucoabstraction: 'Compound'}) RETURN c,Show me all weaknesses categorized as 'Compound'.
Node Lookup Queries,Can you show me all the 'Draft' weaknesses?,MATCH (c:UcoCWE {ucostatus: 'Draft'}) RETURN c,Which weaknesses have a 'Draft' status?
Node Lookup Queries,List all weaknesses that are 'Incomplete'.,MATCH (c:UcoCWE {ucostatus: 'Incomplete'}) RETURN c,Which weaknesses are marked as 'Incomplete'?
Node Lookup Queries,Show me the weaknesses that are 'Stable'.,MATCH (c:UcoCWE {ucostatus: 'Stable'}) RETURN c,Which weaknesses are considered 'Stable'?
Node Lookup Queries,Can I see a list of outdated ('Deprecated') weaknesses?,MATCH (c:UcoCWE {ucostatus: 'Deprecated'}) RETURN c,Which weaknesses are 'Deprecated'?
Node Lookup Queries,What are the 'Simple' weaknesses?,MATCH (c:UcoCWE {ucostructure: 'Simple'}) RETURN c,Show me all weaknesses with a 'Simple' structure.
Node Lookup Queries,What are 'Composite' weaknesses?,MATCH (c:UcoCWE {ucostructure: 'Composite'}) RETURN c,Show me all weaknesses with a 'Composite' structure.
Node Lookup Queries,Can you explain 'Improper Authentication'?,MATCH (c:UcoCWE {ucocweName: 'Improper Authentication'}) RETURN c,What is the 'Improper Authentication' weakness?
Node Lookup Queries,What is 'Cross-Site Scripting' (XSS)?,MATCH (c:UcoCWE {ucocweName: 'Cross-Site Scripting'}) RETURN c,What is the 'Cross-Site Scripting' weakness?
Node Lookup Queries,Can you explain 'Code Injection'?,MATCH (c:UcoCWE {ucocweName: 'Code Injection'}) RETURN c,What is the 'Code Injection' weakness?
Node Lookup Queries,What does 'Missing Authorization' mean as a flaw?,MATCH (c:UcoCWE {ucocweName: 'Missing Authorization'}) RETURN c,What is the 'Missing Authorization' weakness?
Node Lookup Queries,Why is 'Use of Hard-coded Credentials' a bad thing?,MATCH (c:UcoCWE {ucocweName: 'Use of Hard-coded Credentials'}) RETURN c,What is the 'Use of Hard-coded Credentials' weakness?
Node Lookup Queries,Explain the flaw 'Unrestricted Upload of File with Dangerous Type'.,MATCH (c:UcoCWE {ucocweName: 'Unrestricted Upload of File with Dangerous Type'}) RETURN c,What is the 'Unrestricted Upload of File with Dangerous Type' weakness?
Node Lookup Queries,What does 'Reliance on Untrusted Inputs in a Security Decision' mean?,MATCH (c:UcoCWE {ucocweName: 'Reliance on Untrusted Inputs in a Security Decision'}) RETURN c,What is the 'Reliance on Untrusted Inputs in a Security Decision' weakness?
Node Lookup Queries,Can you explain 'Insecure Default Initialization of Resource'?,MATCH (c:UcoCWE {ucocweName: 'Insecure Default Initialization of Resource'}) RETURN c,What is the 'Insecure Default Initialization of Resource' weakness?
Node Lookup Queries,What is the risk of 'Missing Encryption of Sensitive Data'?,MATCH (c:UcoCWE {ucocweName: 'Missing Encryption of Sensitive Data'}) RETURN c,What is the 'Missing Encryption of Sensitive Data' weakness?
Node Lookup Queries,Why is using a 'Broken or Risky Cryptographic Algorithm' a problem?,MATCH (c:UcoCWE {ucocweName: 'Use of a Broken or Risky Cryptographic Algorithm'}) RETURN c,What is the 'Use of a Broken or Risky Cryptographic Algorithm' weakness?
Node Lookup Queries,Show me weaknesses that talk about 'authentication'.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'authentication' RETURN c,Find weaknesses that mention 'authentication' in their summary.
Node Lookup Queries,Find me flaws that have 'buffer' in their description.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'buffer' RETURN c,Find weaknesses that mention 'buffer' in their description.
Node Lookup Queries,Show me all flaws related to 'injection'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'injection' RETURN c,Find weaknesses that mention 'injection' in their description.
Node Lookup Queries,Show me flaws that mention 'path traversal'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'path traversal' RETURN c,Find weaknesses that mention 'path traversal' in their description.
Node Lookup Queries,What flaws are related to 'credentials'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'credentials' RETURN c,Find weaknesses that mention 'credentials' in their description.
Node Lookup Queries,List all 'Base' weaknesses that are 'Stable'.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Stable'}) RETURN c",Show me 'Base' weaknesses that are 'Stable'.
Node Lookup Queries,Which 'Variant' weaknesses are not fully documented ('Incomplete')?,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Incomplete'}) RETURN c",Show me 'Variant' weaknesses that are 'Incomplete'.
Node Lookup Queries,Find 'Class' weaknesses that have a 'Simple' structure.,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostructure: 'Simple'}) RETURN c",Show me 'Class' weaknesses with a 'Simple' structure.
Node Lookup Queries,Which 'Pillar' weaknesses are considered 'Stable'?,"MATCH (c:UcoCWE {ucoabstraction: 'Pillar', ucostatus: 'Stable'}) RETURN c",Show me 'Pillar' weaknesses that are 'Stable'.
Node Lookup Queries,Which 'Compound' weaknesses are still 'Drafts'?,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Draft'}) RETURN c",Show me 'Compound' weaknesses that are in 'Draft' status.
Node Lookup Queries,What is the flaw 'CWE-1065'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1065'}) RETURN c,Tell me about the weakness 'CWE-1065'.
Node Lookup Queries,Explain 'CWE-1066'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1066'}) RETURN c,Tell me about the weakness 'CWE-1066'.
Node Lookup Queries,What is 'CWE-1067'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1067'}) RETURN c,Tell me about the weakness 'CWE-1067'.
Node Lookup Queries,I need info on 'CWE-1068'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1068'}) RETURN c,Tell me about the weakness 'CWE-1068'.
Node Lookup Queries,Please explain 'CWE-1069'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1069'}) RETURN c,Tell me about the weakness 'CWE-1069'.
Node Lookup Queries,What can you tell me about 'CWE-1070'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1070'}) RETURN c,Tell me about the weakness 'CWE-1070'.
Node Lookup Queries,I need to understand 'CWE-1071'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1071'}) RETURN c,Tell me about the weakness 'CWE-1071'.
Node Lookup Queries,What is the weakness 'CWE-1072'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1072'}) RETURN c,Tell me about the weakness 'CWE-1072'.
Node Lookup Queries,Look up 'CWE-1073'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1073'}) RETURN c,Tell me about the weakness 'CWE-1073'.
Node Lookup Queries,Explain 'CWE-1074' to me.,MATCH (c:UcoCWE {ucocweID: 'CWE-1074'}) RETURN c,Tell me about the weakness 'CWE-1074'.
Node Lookup Queries,What's 'CWE-1075'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1075'}) RETURN c,Tell me about the weakness 'CWE-1075'.
Node Lookup Queries,I need info on 'CWE-1076'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1076'}) RETURN c,Tell me about the weakness 'CWE-1076'.
Node Lookup Queries,What is 'CWE-1077'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1077'}) RETURN c,Tell me about the weakness 'CWE-1077'.
Node Lookup Queries,What is the software flaw 'CWE-1078'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1078'}) RETURN c,Tell me about the weakness 'CWE-1078'.
Node Lookup Queries,Can you explain the weakness 'CWE-1079'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1079'}) RETURN c,Tell me about the weakness 'CWE-1079'.
Node Lookup Queries,I need info on 'CWE-1080'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1080'}) RETURN c,Tell me about the weakness 'CWE-1080'.
Node Lookup Queries,What's 'CWE-1081' about?,MATCH (c:UcoCWE {ucocweID: 'CWE-1081'}) RETURN c,Tell me about the weakness 'CWE-1081'.
Node Lookup Queries,Can you look up 'CWE-1082'?,MATCH (c:UcoCWE {ucocweID: 'CWE-1082'}) RETURN c,Tell me about the weakness 'CWE-1082'.
Node Lookup Queries,Tell me about 'CWE-1083'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1083'}) RETURN c,Tell me about the weakness 'CWE-1083'.
Node Lookup Queries,Explain the flaw 'CWE-1084'.,MATCH (c:UcoCWE {ucocweID: 'CWE-1084'}) RETURN c,Tell me about the weakness 'CWE-1084'.
Node Lookup Queries,Can you show me the 'Pillar' weaknesses that are outdated ('Deprecated')?,"MATCH (c:UcoCWE {ucoabstraction: 'Pillar', ucostatus: 'Deprecated'}) RETURN c",Show me 'Pillar' weaknesses that are 'Deprecated'.
Node Lookup Queries,Which 'Base' flaws are still considered 'Drafts'?,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Draft'}) RETURN c",Show me 'Base' weaknesses that are in 'Draft' status.
Node Lookup Queries,Are there any software flaws related to 'SQL'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'SQL' RETURN c,Find weaknesses that mention 'SQL' in their description.
Node Lookup Queries,Show me flaws that involve 'cross-site scripting'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'cross-site scripting' RETURN c,Find weaknesses related to 'cross-site scripting'.
Node Lookup Queries,Which flaws are about 'memory leaks'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'memory leak' RETURN c,Find weaknesses related to 'memory leak'.
Node Lookup Queries,Can you find flaws related to 'deserialization'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'deserialization' RETURN c,Find weaknesses related to 'deserialization'.
Node Lookup Queries,Which weaknesses are about gaining extra 'privileges'?,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'privilege' RETURN c,Find weaknesses that mention 'privilege' in their summary.
Node Lookup Queries,Show me flaws involving 'file inclusion'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'file inclusion' RETURN c,Find weaknesses related to 'file inclusion'.
Node Lookup Queries,Which flaws are about 'directory traversal'?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'directory traversal' RETURN c,Find weaknesses related to 'directory traversal'.
Node Lookup Queries,Explain the 'XML External Entity' weakness.,MATCH (c:UcoCWE {ucocweName: 'XML External Entity'}) RETURN c,What is the 'XML External Entity' weakness?
Node Lookup Queries,Find flaws related to 'command injection'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'command injection' RETURN c,Find weaknesses related to 'command injection'.
Node Lookup Queries,Which 'Variant' type flaws are considered 'Stable'?,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Stable'}) RETURN c",Show me 'Variant' weaknesses that are 'Stable'.
Node Lookup Queries,Can you list 'Class' flaws that have a 'Composite' structure?,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostructure: 'Composite'}) RETURN c",Show me 'Class' weaknesses with a 'Composite' structure.
Node Lookup Queries,Which weaknesses have 'security' in their summary description?,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'security' RETURN c,Find weaknesses that mention 'security' in their summary.
Node Lookup Queries,Find flaws involving 'permissions'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'permission' RETURN c,Find weaknesses related to 'permission' issues.
Node Lookup Queries,Which flaws mention 'malicious' activity?,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'malicious' RETURN c,Find weaknesses that mention 'malicious' in their description.
Node Lookup Queries,Find flaws related to exposing 'sensitive information'.,MATCH (c:UcoCWE) WHERE c.ucodescription CONTAINS 'sensitive information' RETURN c,Find weaknesses related to 'sensitive information'.
Node Lookup Queries,Which 'Class' type weaknesses are outdated ('Deprecated')?,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Deprecated'}) RETURN c",Show me 'Class' weaknesses that are 'Deprecated'.
Node Lookup Queries,Can you list 'Variant' flaws with a 'Simple' structure?,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostructure: 'Simple'}) RETURN c",Show me 'Variant' weaknesses with a 'Simple' structure.
Node Lookup Queries,List all attack patterns rated 'High' severity.,MATCH (c:UcoexCAPEC {ucoexSeverity: 'High'}) RETURN c,Show me all 'High' severity attack patterns.
Node Lookup Queries,Which attack patterns are 'Medium' severity?,MATCH (c:UcoexCAPEC {ucoexSeverity: 'Medium'}) RETURN c,Show me all 'Medium' severity attack patterns.
Node Lookup Queries,Show me the attack patterns rated 'Low' severity.,MATCH (c:UcoexCAPEC {ucoexSeverity: 'Low'}) RETURN c,Show me all 'Low' severity attack patterns.
Node Lookup Queries,Are there attack patterns with 'Unknown' severity?,MATCH (c:UcoexCAPEC {ucoexSeverity: 'Unknown'}) RETURN c,Show me all attack patterns with 'Unknown' severity.
Node Lookup Queries,Which attack patterns are 'Highly' likely to be used?,MATCH (c:UcoexCAPEC {ucoexLikelihood: 'High'}) RETURN c,List attack patterns that have a 'High' likelihood.
Node Lookup Queries,Show me attack patterns with a 'Medium' chance of happening.,MATCH (c:UcoexCAPEC {ucoexLikelihood: 'Medium'}) RETURN c,List attack patterns that have a 'Medium' likelihood.
Node Lookup Queries,Which attack patterns are 'Less' likely to be used?,MATCH (c:UcoexCAPEC {ucoexLikelihood: 'Low'}) RETURN c,List attack patterns that have a 'Low' likelihood.
Node Lookup Queries,Are there attack patterns where the likelihood is 'Unknown'?,MATCH (c:UcoexCAPEC {ucoexLikelihood: 'Unknown'}) RETURN c,List attack patterns that have an 'Unknown' likelihood.
Node Lookup Queries,What are the 'Detailed' attack patterns?,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Detailed'}) RETURN c,Show me all 'Detailed' level attack patterns.
Node Lookup Queries,List the 'Standard' type attack patterns.,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Standard'}) RETURN c,Show me all 'Standard' level attack patterns.
Node Lookup Queries,What are the 'Meta' level attack patterns?,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Meta'}) RETURN c,Show me all 'Meta' level attack patterns.
Node Lookup Queries,Can you show me the 'Pillar' category attack patterns?,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Pillar'}) RETURN c,Show me all 'Pillar' level attack patterns.
Node Lookup Queries,What are the 'Element' type attack patterns?,MATCH (c:UcoexCAPEC {ucoexAbstraction: 'Element'}) RETURN c,Show me all 'Element' level attack patterns.
Node Lookup Queries,What is attack pattern 'CAPEC-519'?,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '519'}) RETURN c,Tell me about attack pattern 'CAPEC-519'.
Node Lookup Queries,Explain attack pattern 'CAPEC-1'.,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '1'}) RETURN c,Tell me about attack pattern 'CAPEC-1'.
Node Lookup Queries,I need info on 'CAPEC-100'.,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '100'}) RETURN c,Tell me about attack pattern 'CAPEC-100'.
Node Lookup Queries,What's 'CAPEC-22' about?,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '22'}) RETURN c,Tell me about attack pattern 'CAPEC-22'.
Node Lookup Queries,Look up attack pattern 'CAPEC-66'.,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '66'}) RETURN c,Tell me about attack pattern 'CAPEC-66'.
Node Lookup Queries,Tell me about 'CAPEC-447'.,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '447'}) RETURN c,Tell me about attack pattern 'CAPEC-447'.
Node Lookup Queries,Explain 'CAPEC-540'.,MATCH (c:UcoexCAPEC {ucoexCAPEC_id: '540'}) RETURN c,Tell me about attack pattern 'CAPEC-540'.
Node Lookup Queries,Show me attack patterns related to 'Alteration'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Alteration' RETURN c,Find attack patterns with 'Alteration' in their name.
Node Lookup Queries,What attack patterns involve 'Spoofing'?,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Spoofing' RETURN c,Find attack patterns with 'Spoofing' in their name.
Node Lookup Queries,List attack patterns related to 'Injection'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Injection' RETURN c,Find attack patterns with 'Injection' in their name.
Node Lookup Queries,Show me attack patterns involving 'Timing'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Timing' RETURN c,Find attack patterns with 'Timing' in their name.
Node Lookup Queries,Show me attack methods that involve 'Filtering'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Filter' RETURN c,Find attack patterns with 'Filter' in their name.
Node Lookup Queries,What attack methods are related to 'Authentication'?,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Authentication' RETURN c,Find attack patterns related to 'Authentication'.
Node Lookup Queries,Which attack methods involve 'Hijacking'?,MATCH (c:UcoexCAPEC) WHERE c.ucoexCAPEC_name CONTAINS 'Hijacking' RETURN c,Find attack patterns related to 'Hijacking'.
Node Lookup Queries,Show me attack methods where the description mentions the 'attacker'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'attacker' RETURN c,Find attack patterns that mention 'attacker' in their description.
Node Lookup Queries,Which attack methods are described as being done 'maliciously'?,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'maliciously' RETURN c,Find attack patterns that mention 'maliciously' in their description.
Node Lookup Queries,What attack methods involve a 'bypass'?,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'bypass' RETURN c,Find attack patterns related to a 'bypass'.
Node Lookup Queries,Show me attack methods that talk about 'credentials'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'credentials' RETURN c,Find attack patterns that mention 'credentials'.
Node Lookup Queries,Which attack methods mention targeting a 'database'?,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'database' RETURN c,Find attack patterns that mention 'database'.
Node Lookup Queries,What attack methods mention the 'system' being targeted?,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'system' RETURN c,Find attack patterns that mention 'system'.
Node Lookup Queries,Show me attack methods that involve the 'network'.,MATCH (c:UcoexCAPEC) WHERE c.ucoexDescription CONTAINS 'network' RETURN c,Find attack patterns that mention 'network'.
Node Lookup Queries,Which attack methods need 'High' expertise?,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:High') RETURN c,Which attack patterns require 'High' level skill?
Node Lookup Queries,What attack methods require 'Medium' skill level?,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:Medium') RETURN c,Which attack patterns require 'Medium' level skill?
Node Lookup Queries,Show me attack methods that need 'Low' expertise.,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'Level:Low') RETURN c,Which attack patterns require 'Low' level skill?
Node Lookup Queries,Which attack methods require the attacker to have 'physical access'?,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'physical access') RETURN c,Which attack patterns require 'physical access'?
Node Lookup Queries,What attack methods require the ability to 'interpret documentation'?,MATCH (c:UcoexCAPEC) WHERE ANY(s IN c.ucoexSkills_Required WHERE s CONTAINS 'interpret documentation') RETURN c,Which attack patterns require the skill to 'interpret documentation'?
Node Lookup Queries,Tell me about the software flaw 'CWE-79'.,"MATCH (c:UcoCWE {ucocweID: 'CWE-79'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-79' and can you describe it?
Node Lookup Queries,What is the security weakness 'CWE-125'?,"MATCH (c:UcoCWE {ucocweID: 'CWE-125'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-125' and can you describe it?
Node Lookup Queries,Can you explain the flaw 'CWE-416'?,"MATCH (c:UcoCWE {ucocweID: 'CWE-416'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-416' and can you describe it?
Node Lookup Queries,I need information on 'CWE-787'.,"MATCH (c:UcoCWE {ucocweID: 'CWE-787'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-787' and can you describe it?
Node Lookup Queries,What is 'CWE-20' about?,"MATCH (c:UcoCWE {ucocweID: 'CWE-20'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-20' and can you describe it?
Node Lookup Queries,Please explain the weakness 'CWE-22'.,"MATCH (c:UcoCWE {ucocweID: 'CWE-22'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-22' and can you describe it?
Node Lookup Queries,Tell me about the software vulnerability 'CWE-119'.,"MATCH (c:UcoCWE {ucocweID: 'CWE-119'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-119' and can you describe it?
Node Lookup Queries,What is the security issue 'CWE-190'?,"MATCH (c:UcoCWE {ucocweID: 'CWE-190'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-190' and can you describe it?
Node Lookup Queries,Can you describe the flaw 'CWE-352'?,"MATCH (c:UcoCWE {ucocweID: 'CWE-352'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-352' and can you describe it?
Node Lookup Queries,What does 'CWE-400' refer to?,"MATCH (c:UcoCWE {ucocweID: 'CWE-400'}) RETURN c.ucocweName, c.ucodescription",What is the weakness 'CWE-400' and can you describe it?
Node Lookup Queries,Which 'Base' flaws are not fully documented?,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Incomplete'}) RETURN c",Show me 'Base' level weaknesses that are 'Incomplete'.
Node Lookup Queries,Show me the 'Base' weaknesses that are outdated.,"MATCH (c:UcoCWE {ucoabstraction: 'Base', ucostatus: 'Deprecated'}) RETURN c",Show me 'Base' level weaknesses that are 'Deprecated'.
Node Lookup Queries,Which 'Class' type weaknesses are considered finished ('Stable')?,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Stable'}) RETURN c",Show me 'Class' level weaknesses that are 'Stable'.
Node Lookup Queries,Can you list the 'Class' flaws that are marked 'Incomplete'?,"MATCH (c:UcoCWE {ucoabstraction: 'Class', ucostatus: 'Incomplete'}) RETURN c",Show me 'Class' level weaknesses that are 'Incomplete'.
Node Lookup Queries,Show me the 'Variant' weaknesses that are no longer relevant ('Deprecated').,"MATCH (c:UcoCWE {ucoabstraction: 'Variant', ucostatus: 'Deprecated'}) RETURN c",Show me 'Variant' weaknesses that are 'Deprecated'.
Node Lookup Queries,Which 'Compound' type weaknesses are marked as 'Stable'?,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Stable'}) RETURN c",Show me 'Compound' weaknesses that are 'Stable'.
Node Lookup Queries,Can you list the 'Compound' flaws that are 'Incomplete'?,"MATCH (c:UcoCWE {ucoabstraction: 'Compound', ucostatus: 'Incomplete'}) RETURN c",Show me 'Compound' weaknesses that are 'Incomplete'.
Node Lookup Queries,Which software flaws mention 'injection'?,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'injection' RETURN c,Find weaknesses that mention 'injection' in their summary.
Node Lookup Queries,Are there any flaws that mention 'cross-site'?,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'cross-site' RETURN c,Find weaknesses that mention 'cross-site' in their summary.
Node Lookup Queries,Show me flaws related to 'overflow' issues.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'overflow' RETURN c,Find weaknesses that mention 'overflow' in their summary.
Node Lookup Queries,Which flaws are about 'permissions'?,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'permissions' RETURN c,Find weaknesses that mention 'permissions' in their summary.
Node Lookup Queries,Can you find weaknesses mentioning 'path traversal'?,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'path traversal' RETURN c,Find weaknesses that mention 'path traversal' in their summary.
Node Lookup Queries,List flaws related to 'deserialization'.,MATCH (c:UcoCWE) WHERE c.ucocweSummary CONTAINS 'deserialization' RETURN c,Find weaknesses that mention 'deserialization' in their summary.
Node Lookup Queries,What is the security flaw 'CVE-2024-1001'?,MATCH (c:UcoCVE {label: 'CVE-2024-1001'}) RETURN c,Tell me everything about vulnerability 'CVE-2024-1001'.
Node Lookup Queries,Can you explain 'CVE-2023-5000'?,MATCH (c:UcoCVE {label: 'CVE-2023-5000'}) RETURN c,Tell me everything about vulnerability 'CVE-2023-5000'.
Node Lookup Queries,I need information on 'CVE-2022-3019'.,MATCH (c:UcoCVE {label: 'CVE-2022-3019'}) RETURN c,Tell me everything about vulnerability 'CVE-2022-3019'.
Node Lookup Queries,What are the details for 'CVE-2017-0144'?,MATCH (c:UcoCVE {label: 'CVE-2017-0144'}) RETURN c,Tell me everything about vulnerability 'CVE-2017-0144'.
Node Lookup Queries,Tell me about 'CVE-2019-0708'.,MATCH (c:UcoCVE {label: 'CVE-2019-0708'}) RETURN c,Tell me everything about vulnerability 'CVE-2019-0708'.
Node Lookup Queries,What is 'CVE-2023-34362' about?,MATCH (c:UcoCVE {label: 'CVE-2023-34362'}) RETURN c,Tell me everything about vulnerability 'CVE-2023-34362'.
Node Lookup Queries,Explain the attack technique 'Command and Control'.,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Command and Control'}) RETURN t,Tell me about the 'Command and Control' attack technique.
Node Lookup Queries,What is the 'Lateral Movement' attack method?,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Lateral Movement'}) RETURN t,Tell me about the 'Lateral Movement' attack technique.
Node Lookup Queries,Can you describe the 'Exfiltration' technique?,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Exfiltration'}) RETURN t,Tell me about the 'Exfiltration' attack technique.
Node Lookup Queries,What does the 'Credential Access' technique involve?,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Credential Access'}) RETURN t,Tell me about the 'Credential Access' attack technique.
Node Lookup Queries,How does the 'Initial Access' technique work?,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Initial Access'}) RETURN t,Tell me about the 'Initial Access' attack technique.
Node Lookup Queries,What is the 'Persistence' attack technique?,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Persistence'}) RETURN t,Tell me about the 'Persistence' attack technique.
Node Lookup Queries,How do attackers use 'Defense Evasion'?,MATCH (t:UcoexMITREATTACK {ucoexNAME: 'Defense Evasion'}) RETURN t,Tell me about the 'Defense Evasion' attack technique.
