question,category,gold_cypher,generated_cypher,kg_valid,pass_at_1,output_jaccard,jaro_winkler,token_jaccard,rouge_l,token_f1,bleu_4,jarou_factor,gold_error,gen_error
What D3FEND countermeasures are recommended for TTPs used by the Lazarus Group?,Multi-hop Queries,MATCH (:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXHASMITREATTACK]-(d:UcoexMITRED3FEND) RETURN d.ucoexMITRED3FEND_LABEL,MATCH (g:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)-[:UCOEXHASMITREATTACK]->(d3fendC:UcoexMITRED3FEND)-[:UCOEXD3FENDCOUNTERMEASURES]->(cm) RETURN cm.ucoexNAME,1,0,0.0,0.9311850240871898,0.6470588235294118,0.7096774193548386,0.7857142857142856,0.44844165354587767,0.8088589097187713,,
Count the number of distinct TTPs linked to APT28.,Aggregation and Counting,MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) RETURN count(t),"Here is the Cypher query:

MATCH (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) 
RETURN count(distinct t) AS techniqueCount",0,0,0.0,0.7248375062497597,0.5555555555555556,0.7333333333333334,0.7142857142857143,0.4940911248125205,0.7241521846229358,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Show a count of campaigns for each threat actor.,Aggregation and Counting,"MATCH (g:UcoexGROUPS)<-[:UCOEXATTRIBUTEDTO]-(c:UcoexCAMPAIGNS) RETURN g.ucoexNAME, count(c) AS campaignCount","MATCH (g:UcoexGROUPS)-[:UCOEXATTRIBUTEDTO]->(c:UcoexCAMPAIGNS) 
RETURN g.ucoexNAME AS group_name, COUNT(c) AS campaign_count",1,0,0.0,0.9446225287978179,0.7692307692307693,0.8571428571428571,0.8695652173913043,0.6475445426291286,0.890443534443993,,
Calculate the average exploitability score across all CVEs.,Aggregation and Counting,MATCH (c:UcoCVE) RETURN avg(toInteger(c.ucoexploitabilityScore)),"Here is the Cypher query that calculates the average exploitability score across all CVEs:


MATCH (v:UcoCVE)-[:has]->(es:exploitabilityScore)
RETURN AVG(toFloat(es.score)) AS avgExploitability",0,0,0.0,0.5373901204092939,0.14814814814814814,0.22857142857142856,0.25806451612903225,0.0,0.3413420217032515,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that calculates the average exploitability score across all CVEs:""
 ^}"
How many unique tools are tracked across all threat actor toolkits?,Aggregation and Counting,MATCH (:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(s:UcoexSOFTWARE) RETURN count(DISTINCT s),"Here is the Cypher query:

MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK)<-[:UCOEXHASTAXONOMYMAPPING]-(:UcoexCAPEC)<-[:UCOEXHASRELATEDWEAKNESS]->(:UcoCWE)-[:UCOHASWEAKNESS]->(et:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(v:UcoVulnerability)
WHERE v.baseSeverity = 'High'
WITH DISTINCT et.ucoexNAME AS tool
RETURN COUNT(tool) AS uniqueTools",0,0,0.0,0.5738466411827935,0.14285714285714285,0.17777777777777776,0.25,0.0,0.3338748063201904,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
What is the highest impact score listed for any CVE?,Aggregation and Counting,MATCH (c:UcoCVE) RETURN max(toInteger(c.ucoimpactScore)),"Here is the Cypher query:

MATCH (v:UcoCVE)-[:has]->impactScore
RETURN max(toFloat(v.ucoImpactScore)) AS highestImpactScore",0,0,0.0,0.646782380522218,0.2777777777777778,0.4,0.43478260869565216,0.0,0.4938549964059568,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Count the related CWEs for each CAPEC attack pattern.,Aggregation and Counting,"MATCH (capec:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(cwe:UcoCWE) RETURN capec.ucoexCAPEC_name, count(cwe) AS weaknessCount","MATCH (ca:UcoexCAPEC)-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE) 
RETURN ca.ucoexCAPEC_name, count(w) AS weaknessCount",1,0,0.0,0.9005695222299218,0.6923076923076923,0.6923076923076923,0.8181818181818182,0.0,0.8036863442398108,,
What is the total count of vulnerability records?,Aggregation and Counting,MATCH (v:UcoVulnerability) RETURN count(v),"Here is the valid, executable Cypher query:


MATCH (v:UcoVulnerability) 
RETURN COUNT(v) AS TotalVulnerabilityCount",0,0,0.0,0.6115695128626163,0.35714285714285715,0.5714285714285715,0.5263157894736842,0.3237722713145643,0.5697712912549573,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
Show how many TTPs each mitigation addresses.,Aggregation and Counting,"MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK) RETURN m.ucoexNAME, count(t) AS techniqueCount","MATCH (m:UcoexMITIGATIONS)-[:UCOEXMITIGATES]->(t:UcoexMITREATTACK)
RETURN m.ucoexNAME AS Mitigation, COUNT(DISTINCT t) AS TTPs
ORDER BY TTPs DESC;",1,0,0.0,0.8809774518123409,0.5882352941176471,0.7272727272727274,0.7407407407407406,0.44441837360913394,0.7829969732752696,,
How many total 'in-the-wild' examples are recorded for all weakness types?,Aggregation and Counting,MATCH (:UcoCWE)-[:UCOHASOBSERVEDEXAMPLE]->(ex:UcoexObservedExample) RETURN count(ex),"Here is the valid, executable Cypher query:

MATCH (:UcoexObservedExample)-[:UCOEXEXAMPLEOBSERVEDIN]->(v:UcoVulnerability) WHERE v.baseSeverity IN ['High', 'Medium', 'Low'] RETURN count(*) AS totalExamples",0,0,0.0,0.5962171689386068,0.16,0.25806451612903225,0.27586206896551724,0.0,0.37671458467771873,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
Count the number of campaigns known to use the 'PowerShell' TTP.,Aggregation and Counting,MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(:UcoexMITREATTACK {ucoexNAME: 'PowerShell'}) RETURN count(c),MATCH (c:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexNAME: 'PowerShell'}) RETURN count(c) AS campaignsWithPowerShell,0,0,0.0,0.9143707633362805,0.75,0.8695652173913044,0.8571428571428571,0.5783569866465142,0.8803596126234806,,
Show me high-impact (score > 5) CVEs that require no user interaction to exploit.,Conditional and Boolean Queries,"MATCH (c:UcoCVE) WHERE toInteger(c.ucoimpactScore) > 5 AND c.ucouserInteractionRequired = 'false' RETURN c.label, c.ucoimpactScore","Here is the Cypher query:

MATCH (c:UcoCVE) 
WHERE toFloat(c.ucoseverityScore) > 5 AND c.ucouserInteractionRequired = 'false' 
RETURN c.label, c.ucoimpactScore",0,0,0.0,0.7545673278503467,0.5789473684210527,0.7692307692307693,0.7333333333333334,0.5351607207631776,0.7523771434714831,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Get all 'open-source' or 'commercial' software entries.,Conditional and Boolean Queries,"MATCH (s:UcoexSOFTWARE) WHERE s.ucoexDOMAIN = 'open-source' OR s.ucoexDOMAIN = 'commercial' RETURN s.ucoexNAME, s.ucoexDOMAIN","MATCH (s:UcoexSOFTWARE) WHERE s.ucoexCATEGORY IN ['open-source', 'commercial'] RETURN s.ucoexNAME",1,1,1.0,0.8729003436426117,0.6923076923076923,0.7333333333333334,0.8181818181818182,0.38715519446190366,0.8081384983859211,,
List all campaigns *not* attributed to APT28.,Conditional and Boolean Queries,MATCH (c:UcoexCAMPAIGNS) WHERE NOT EXISTS((c)-[:UCOEXATTRIBUTEDTO]->(:UcoexGROUPS {ucoexNAME: 'APT28'})) RETURN c.ucoexNAME,"MATCH (c:UcoexCAMPAIGNS)-[:UCOEXATTRIBUTEDTO]-(g:UcoexGROUPS)
WHERE NOT EXISTS { (g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXATTRIBUTEDTO]->(c) }
RETURN c.ucoexNAME",1,0,0.44,0.874390243902439,0.9166666666666666,0.75,0.9565217391304348,0.0,0.8603039943442913,,
"What TTPs does Lazarus Group use, excluding 'Phishing'?",Conditional and Boolean Queries,MATCH (:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.ucoexNAME <> 'Phishing' RETURN t.ucoexNAME,MATCH (:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK) WHERE t.ucoexNAME <> 'Phishing' RETURN t.ucoexNAME,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Pull all 'CRITICAL' severity CVEs published since the start of 2020.,Conditional and Boolean Queries,MATCH (c:UcoCVE) WHERE c.ucobaseSeverity = 'CRITICAL' AND c.ucopublishedDateTime > datetime('2020-01-01T00:00:00Z') RETURN c.label,"MATCH (c:UcoCVE {ucobaseSeverity: 'CRITICAL'})-[:UCOEXHASVULNERABILITY]->(v:UcoVulnerability)-[:publishedDate]->(date:datetime) WHERE date.year >= 2020 RETURN c.label, v.ucosummary LIMIT 50;",0,1,1.0,0.8089524291497976,0.4,0.4878048780487805,0.5714285714285714,0.0,0.6227286262090498,,
Which non-Russian threat actors are known to use 'Cobalt Strike'?,Conditional and Boolean Queries,MATCH (g:UcoexGROUPS)-[:UCOEXGROUPUSESSOFTWARE]->(:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'}) WHERE NOT g.ucoexDESCRIPTION CONTAINS 'Russian' RETURN g.ucoexNAME,"Here is the Cypher query:

MATCH (s:UcoexSOFTWARE {ucoexNAME: 'Cobalt Strike'})-[:UCOEXGROUPUSESTECHNIQUE]->(g:UcoexGROUPS)-[:UCOEXGROUPREGION]->(r:UcoexREGION {ucoexCountryCode: NOT STARTS WITH 'RU'})
RETURN DISTINCT g.ucoexNAME",0,0,0.0,0.7107525251155401,0.3103448275862069,0.41860465116279066,0.4736842105263159,0.13232291594986312,0.5343471289348822,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Find vulnerabilities that allow full privilege escalation without user interaction.,Conditional and Boolean Queries,MATCH (v:UcoVulnerability)-[:UCOHASCVE_ID]->(c:UcoCVE) WHERE c.ucoobtainAllPrivilege = 'true' AND c.ucouserInteractionRequired = 'false' RETURN v.ucosummary,MATCH (v:UcoVulnerability) WHERE EXISTS { v.-[:has]-> exploitabilityScore AND toFloat(v.exploitabilityScore) > 0 AND v.has.baseSeverity = 'High' AND NOT v.has.userInteractionRequired = 'true' } RETURN DISTINCT v.label AS ucosummary,0,0,0.0,0.8141667156373039,0.3076923076923077,0.3404255319148936,0.47058823529411764,0.0,0.5417268276154384,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'v': expected
  ""(""
  ""ALL""
  ""ANY""
  ""DIFFERENT""
  ""REPEATABLE""
  ""SHORTEST"" (line 1, column 43 (offset: 42))
""MATCH (v:UcoVulnerability) WHERE EXISTS { v.-[:has]-> exploitabilityScore AND toFloat(v.exploitabilityScore) > 0 AND v.has.baseSeverity = 'High' AND NOT v.has.userInteractionRequired = 'true' } RETURN DISTINCT v.label AS ucosummary""
                                           ^}"
Show me 'High' severity attack patterns (CAPEC) that have a 'Low' likelihood.,Conditional and Boolean Queries,MATCH (c:UcoexCAPEC) WHERE c.ucoexSeverity = 'High' AND c.ucoexLikelihood = 'Low' RETURN c.ucoexCAPEC_name,"MATCH (ca:UcoexCAPEC {ucoexSeverity: 'High'})-[:UCOEXHASRELATEDWEAKNESS]->(w:UcoCWE)-[:UCOHASLIKELY]->(l:UcoLikelihood) WHERE l.value = 'Low' RETURN ca.ucoexCAPEC_name, w.ucocweID",1,0,0.0,0.827177575984646,0.4,0.4117647058823529,0.5714285714285714,0.0,0.6034569510985235,,
List all mitigations *except* 'Network Segmentation'.,Conditional and Boolean Queries,MATCH (m:UcoexMITIGATIONS) WHERE m.ucoexNAME <> 'Network Segmentation' RETURN m.ucoexNAME,"Here is the valid, executable Cypher query:

MATCH (m:UcoexMITIGATIONS {ucoexNAME: 'Network Segmentation'})<--(x) WHERE x IS NULL
OPTIONAL MATCH (m)-[:UCOEXMITIGATES]->(:UcoexMITREATTACK)
WHERE NOT EXISTS { (m)-[:UCOEXMITIGATES]->(:UcoexMITREATTACK) }
RETURN DISTINCT m.ucoexNAME",0,0,0.0,0.6041148508746713,0.34782608695652173,0.4090909090909091,0.5161290322580645,0.0,0.5097782640745483,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid, executable Cypher query:""
 ^}"
Is there any relationship at all between the SolarWinds campaign and Mimikatz?,Path Queries (Variable-length),MATCH p = (:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds Orion Attack'})-[*]-(:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN CASE WHEN length(p) > 0 THEN true ELSE false END AS connectionExists LIMIT 1,MATCH p = (:UcoexCAMPAIGNS {ucoexNAME: 'SolarWinds Orion Attack'})-[*]-(:UcoexSOFTWARE {ucoexNAME: 'Mimikatz'}) RETURN CASE WHEN length(p) > 0 THEN true ELSE false END AS connectionExists LIMIT 1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
What's the shortest path connecting APT28 to the PowerShell TTP?,Path Queries (Variable-length),MATCH p = shortestPath((:UcoexGROUPS {ucoexNAME: 'APT28'})-[*]-(:UcoexMITREATTACK {ucoexNAME: 'PowerShell'})) RETURN p,"Here is the Cypher query that answers the question:


MATCH p = shortestPath((g:UcoexGROUPS {ucoexNAME: 'APT28'})-[:UCOEXGROUPUSESTECHNIQUE]->(t:UcoexMITREATTACK {ucoexNAME: 'PowerShell'})) 
RETURN p",0,0,0.0,0.696004043589428,0.45,0.6470588235294118,0.6206896551724138,0.25367093883371566,0.6545841740970846,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query that answers the question:""
 ^}"
"Show all software that Lazarus Group has any outbound connection to, no matter how many hops.",Path Queries (Variable-length),MATCH (:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[*]->(s:UcoexSOFTWARE) RETURN DISTINCT s.ucoexNAME,MATCH p = (:UcoexGROUPS {ucoexNAME: 'Lazarus Group'})-[*1..]->(s:UcoexSOFTWARE) RETURN s.ucoexNAME,1,1,1.0,0.8826246672582077,0.7272727272727273,0.8695652173913043,0.8421052631578948,0.35084396956386854,0.8647650492691357,,
Trace the attack path from any campaign that leads to the exploitation of CVE-2017-0144.,Path Queries (Variable-length),MATCH p = (:UcoexCAMPAIGNS)-[*]->(:UcoCVE {label: 'CVE-2017-0144'}) RETURN p,"Here is the valid and executable Cypher query:


MATCH p=(campaign:UcoexCAMPAIGNS)-[:UCOEXCAMPAIGNUSESTECHNIQUE]->(technique:UcoexMITREATTACK)-[:UCOEXHASRELATEDWEAKNESS]->(weakness:UcoCWE)<-[:UCOHASWEAKNESS]-(exploitTarget:UcoExploitTarget)-[:UCOHASVULNERABILITY]->(:UcoVulnerability {label: 'CVE-2017-0144'})
RETURN p",0,0,0.0,0.5090807878547797,0.27586206896551724,0.4615384615384615,0.43243243243243246,0.1836202042420681,0.46768389394189125,,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the valid and executable Cypher query:""
 ^}"
"Show me mitigations that are two hops away from FIN7 (e.g., for TTPs they use).",Path Queries (Variable-length),MATCH (:UcoexGROUPS {ucoexNAME: 'FIN7'})-[*2]->(m:UcoexMITIGATIONS) RETURN DISTINCT m.ucoexNAME,MATCH p = shortestPath((g:UcoexGROUPS {ucoexNAME: 'FIN7'})-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS)) RETURN m.ucoexNAME,0,0,0.0,0.8175710622811613,0.4666666666666667,0.6923076923076923,0.6363636363636364,0.0,0.7154141303174967,,"{code: Neo.ClientError.Statement.SyntaxError} {message: shortestPath(...) requires a pattern containing a single relationship (line 1, column 11 (offset: 10))
""MATCH p = shortestPath((g:UcoexGROUPS {ucoexNAME: 'FIN7'})-[:UCOEXGROUPUSESTECHNIQUE]->(:UcoexMITREATTACK)<-[:UCOEXMITIGATES]-(m:UcoexMITIGATIONS)) RETURN m.ucoexNAME""
           ^}"
Give me the 2-hop neighborhood for CVE-2021-44228. What's directly connected to it?,Path Queries (Variable-length),"MATCH (c:UcoCVE {label: 'CVE-2021-44228'})-[*1..2]-(n) RETURN DISTINCT labels(n), n.uri, n.ucoexNAME, n.label",MATCH p = shortestPath((a:UcoCVE {label: 'CVE-2021-44228'})-[:UCOEXHASCVE_ID*..2]-(b)) RETURN p;,1,0,0.0,0.7946100917431193,0.4,0.47058823529411764,0.5714285714285715,0.1947770441324631,0.6122089661552694,,"{code: Neo.DatabaseError.Statement.ExecutionFailed} {message: The shortest path algorithm does not work when the start and end nodes are the same. This can happen if you
perform a shortestPath search after a cartesian product that might have the same start and end nodes for some
of the rows passed to shortestPath. If you would rather not experience this exception, and can accept the
possibility of missing results for those rows, disable this in the Neo4j configuration by setting
`dbms.cypher.forbid_shortestpath_common_nodes` to false. If you cannot accept missing results, and really want the
shortestPath between two common nodes, then re-write the query using a standard Cypher variable length pattern
expression followed by ordering by path length and limiting to one result.}"
Find me some examples of threat actors and mitigations that are very distantly related (3+ hops).,Path Queries (Variable-length),"MATCH p = (g:UcoexGROUPS)-[*3..]-(m:UcoexMITIGATIONS) RETURN g.ucoexNAME, m.ucoexNAME LIMIT 10","Here is the Cypher query:

MATCH p = shortestPath((g:UcoexGROUPS)-[:UCOEXGROUPUSESTECHNIQUE*..3]->(m:UcoexMITIGATIONS)) 
RETURN DISTINCT g.ucoexNAME, m.ucoexNAME",0,0,0.0,0.6758547102672913,0.47368421052631576,0.7058823529411764,0.6428571428571428,0.2850782270836371,0.6748647353552034,Query timeout after 30s,"{code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input 'Here': expected
  ""ALTER""
  ""CALL""
  ""CREATE""
  ""DEALLOCATE""
  ""DELETE""
  ""DENY""
  ""DETACH""
  ""DROP""
  ""DRYRUN""
  ""ENABLE""
  ""FINISH""
  ""FOREACH""
  ""GRANT""
  ""INSERT""
  ""LOAD""
  ""MATCH""
  ""MERGE""
  ""NODETACH""
  ""OPTIONAL""
  ""REALLOCATE""
  ""REMOVE""
  ""RENAME""
  ""RETURN""
  ""REVOKE""
  ""SET""
  ""SHOW""
  ""START""
  ""STOP""
  ""TERMINATE""
  ""UNWIND""
  ""USE""
  ""USING""
  ""WITH"" (line 1, column 1 (offset: 0))
""Here is the Cypher query:""
 ^}"
Show me an example path connecting a campaign to a vulnerability.,Path Queries (Variable-length),MATCH p = (:UcoexCAMPAIGNS)-[*]-(:UcoVulnerability) RETURN p LIMIT 1,MATCH p = (c:UcoexCAMPAIGNS {ucoexNAME: 'APT29'})-[*..3]-(v:UcoVulnerability) RETURN p,0,0,0.0,0.8558225034199727,0.4166666666666667,0.631578947368421,0.588235294117647,0.0,0.6918789149686803,,
